employee_id,department,region,education,gender,recruitment_channel,no_of_trainings,age,previous_year_rating,length_of_service,awards_won?,avg_training_score
74615,R&D,region_31,Bachelor's,m,sourcing,1,30,,1,0,88
7321,Technology,region_27,Bachelor's,f,sourcing,1,31,4.0,4,0,89
42701,Sales & Marketing,region_4,Master's & above,m,other,1,55,3.0,2,0,48
14539,Sales & Marketing,region_19,Bachelor's,m,sourcing,1,35,5.0,10,0,46
51125,Analytics,region_32,Bachelor's,m,sourcing,2,29,5.0,4,0,90
22993,Technology,region_2,Master's & above,m,referred,1,40,3.0,9,0,80
28819,Analytics,region_22,Bachelor's,m,sourcing,2,46,5.0,15,0,85
73561,Analytics,region_22,Bachelor's,f,sourcing,1,30,,1,0,81
53754,Operations,region_29,Master's & above,f,other,1,37,2.0,7,0,63
49773,Analytics,region_28,Bachelor's,m,other,1,40,3.0,3,0,94
64790,HR,region_8,Bachelor's,m,other,1,33,3.0,3,0,47
24732,Sales & Marketing,region_28,Bachelor's,m,sourcing,1,34,3.0,2,0,57
9641,Procurement,region_7,Bachelor's,m,other,1,29,3.0,3,0,71
63403,Analytics,region_2,Bachelor's,m,sourcing,1,32,3.0,4,0,84
24023,Operations,region_7,Master's & above,f,other,1,56,5.0,7,1,61
25994,Procurement,region_17,Master's & above,f,other,1,37,3.0,4,0,71
51188,Operations,region_2,Master's & above,m,other,1,54,3.0,16,0,60
2234,Technology,region_27,Bachelor's,m,sourcing,1,32,5.0,3,0,81
38820,Sales & Marketing,region_4,Master's & above,m,other,1,32,5.0,6,0,48
18661,Sales & Marketing,region_25,,m,sourcing,1,25,2.0,3,0,49
46566,Operations,region_21,Bachelor's,m,other,1,27,5.0,4,0,59
70676,Technology,region_7,Bachelor's,f,other,1,30,3.0,4,0,78
70436,Sales & Marketing,region_6,,m,other,2,25,,1,0,49
48116,Procurement,region_22,Bachelor's,m,other,1,27,4.0,2,0,70
14045,Operations,region_2,Master's & above,m,sourcing,1,58,3.0,32,0,59
55297,Technology,region_33,Master's & above,m,other,1,35,4.0,2,0,78
13426,Operations,region_22,Bachelor's,m,sourcing,1,26,3.0,3,0,59
3834,Operations,region_30,Master's & above,m,other,1,38,3.0,8,0,59
28476,Technology,region_31,Master's & above,m,sourcing,1,46,3.0,13,0,78
75226,Finance,region_2,Bachelor's,m,other,1,27,5.0,5,0,61
36417,Operations,region_19,Bachelor's,f,sourcing,1,31,3.0,8,0,62
12128,Analytics,region_22,Bachelor's,f,sourcing,2,27,,1,0,87
43709,Sales & Marketing,region_28,Master's & above,m,sourcing,1,41,2.0,12,0,48
50787,Technology,region_2,Master's & above,f,other,2,49,5.0,4,0,81
66448,Finance,region_13,Bachelor's,m,other,1,33,5.0,6,0,61
73271,Technology,region_11,Bachelor's,m,other,2,35,3.0,10,0,83
16028,R&D,region_22,Bachelor's,m,sourcing,2,30,1.0,3,0,87
59577,Sales & Marketing,region_17,Bachelor's,m,sourcing,1,27,3.0,3,0,55
11118,HR,region_31,Bachelor's,m,other,1,26,,1,0,49
61369,Sales & Marketing,region_15,Bachelor's,f,sourcing,1,27,1.0,3,0,52
9071,Sales & Marketing,region_26,Bachelor's,m,other,1,56,2.0,16,0,54
73310,Procurement,region_2,Master's & above,m,sourcing,1,53,3.0,3,0,72
42045,Procurement,region_15,Bachelor's,m,other,2,30,5.0,3,0,70
66535,Finance,region_2,Master's & above,f,sourcing,1,47,3.0,15,0,63
13167,Operations,region_31,Master's & above,m,other,1,40,5.0,7,0,55
16871,Operations,region_29,Master's & above,f,other,1,31,3.0,3,0,62
48071,Sales & Marketing,region_13,Bachelor's,m,other,1,26,1.0,5,0,51
10835,HR,region_13,Master's & above,f,other,1,32,4.0,2,0,49
24045,Sales & Marketing,region_22,Master's & above,m,sourcing,2,34,2.0,7,1,52
42205,Sales & Marketing,region_2,,m,other,1,20,5.0,2,0,43
74860,Operations,region_7,Bachelor's,f,other,1,30,3.0,2,0,52
46530,Analytics,region_2,Master's & above,m,sourcing,1,35,3.0,8,0,83
9262,Analytics,region_7,,m,other,2,25,1.0,2,0,84
63365,Procurement,region_17,Bachelor's,f,other,1,34,3.0,8,0,67
25201,Operations,region_34,Bachelor's,m,other,1,34,3.0,3,0,63
72563,Procurement,region_15,Master's & above,m,other,1,37,4.0,5,0,65
70659,Sales & Marketing,region_9,,m,sourcing,1,35,4.0,8,0,50
4979,Technology,region_6,Bachelor's,f,sourcing,1,29,3.0,4,0,78
45101,Procurement,region_5,Bachelor's,f,other,2,34,4.0,5,0,68
3946,Technology,region_23,Bachelor's,m,other,4,32,5.0,6,0,80
71641,Legal,region_27,Bachelor's,m,other,1,30,3.0,3,0,61
54952,Legal,region_2,Below Secondary,m,other,1,28,3.0,3,0,59
63487,Sales & Marketing,region_22,Bachelor's,m,other,1,24,2.0,2,0,49
41123,Sales & Marketing,region_9,,m,sourcing,1,32,3.0,3,0,49
77856,Sales & Marketing,region_28,Master's & above,f,sourcing,1,36,5.0,8,0,47
2242,Sales & Marketing,region_7,Master's & above,m,sourcing,1,39,5.0,4,0,47
33085,Procurement,region_26,Bachelor's,m,other,1,32,5.0,6,0,69
39782,Sales & Marketing,region_27,Bachelor's,m,sourcing,1,37,5.0,4,0,47
10766,Sales & Marketing,region_5,Bachelor's,m,other,3,32,3.0,7,0,50
19653,Finance,region_2,Bachelor's,m,sourcing,3,30,3.0,4,0,59
10624,Procurement,region_7,Master's & above,f,other,1,39,3.0,5,0,69
53936,Sales & Marketing,region_4,Bachelor's,m,sourcing,1,28,3.0,4,0,49
70701,Procurement,region_7,Master's & above,f,other,3,37,3.0,7,0,74
25046,Operations,region_16,Bachelor's,m,other,2,33,5.0,4,0,62
3059,R&D,region_2,Bachelor's,m,other,1,30,3.0,4,0,85
74748,HR,region_2,Bachelor's,m,sourcing,1,35,4.0,3,0,50
61181,HR,region_2,Master's & above,f,other,1,53,5.0,5,0,50
14244,HR,region_26,Bachelor's,f,sourcing,1,26,,1,0,52
32351,Sales & Marketing,region_12,Bachelor's,m,other,1,30,5.0,2,0,51
11200,Operations,region_8,Bachelor's,m,other,1,28,,1,0,59
15513,Operations,region_7,Bachelor's,f,sourcing,1,29,3.0,2,0,59
3058,Sales & Marketing,region_31,,m,sourcing,1,32,1.0,7,0,46
37404,Operations,region_13,Bachelor's,f,sourcing,3,32,5.0,5,0,61
5682,Sales & Marketing,region_28,Bachelor's,m,sourcing,1,28,3.0,4,1,51
73352,Operations,region_19,Bachelor's,m,other,1,36,4.0,7,0,65
67045,Sales & Marketing,region_2,Master's & above,m,other,1,37,4.0,2,0,64
52739,HR,region_27,Bachelor's,m,other,1,26,5.0,2,0,54
26012,Analytics,region_22,Bachelor's,m,referred,1,29,3.0,4,0,85
6614,Sales & Marketing,region_15,Bachelor's,m,sourcing,2,29,1.0,2,0,47
11114,Technology,region_7,Master's & above,m,sourcing,1,40,3.0,6,0,82
54606,Sales & Marketing,region_6,,m,other,1,32,4.0,4,1,94
52161,Sales & Marketing,region_2,Bachelor's,m,referred,1,40,5.0,8,0,66
55292,Technology,region_2,Master's & above,m,sourcing,1,44,4.0,15,0,85
70976,Sales & Marketing,region_15,Master's & above,m,other,1,49,5.0,3,0,54
15581,HR,region_22,Bachelor's,m,referred,1,29,5.0,4,0,46
3419,Sales & Marketing,region_2,Master's & above,m,sourcing,1,33,3.0,5,0,48
54722,HR,region_2,Bachelor's,m,sourcing,1,44,2.0,7,0,48
39299,HR,region_7,Bachelor's,m,other,1,34,2.0,9,0,52
25868,HR,region_13,Master's & above,m,sourcing,1,38,5.0,11,0,51
15326,Finance,region_29,Bachelor's,m,other,1,30,2.0,2,0,56
5737,Operations,region_2,Bachelor's,f,sourcing,1,28,,1,0,55
27045,Operations,region_2,Bachelor's,m,sourcing,1,45,4.0,10,0,62
25205,R&D,region_29,Bachelor's,m,sourcing,1,30,,1,0,83
54353,Analytics,region_22,Bachelor's,m,other,1,25,3.0,2,0,89
116,Technology,region_7,Master's & above,f,sourcing,1,35,5.0,10,0,83
76117,Analytics,region_29,Master's & above,m,sourcing,1,37,3.0,8,0,81
29650,Finance,region_26,Bachelor's,m,sourcing,1,33,4.0,3,0,59
12644,HR,region_26,Bachelor's,f,sourcing,1,30,3.0,3,0,49
18421,Technology,region_14,Master's & above,m,sourcing,1,39,5.0,12,0,80
36725,Sales & Marketing,region_27,Bachelor's,m,sourcing,1,31,1.0,4,0,44
29933,Analytics,region_2,Bachelor's,f,sourcing,1,28,3.0,3,0,86
57457,Sales & Marketing,region_13,Bachelor's,m,other,1,40,4.0,5,0,49
13993,Analytics,region_29,Bachelor's,m,sourcing,1,33,3.0,6,0,87
43551,Operations,region_7,Bachelor's,f,other,1,27,4.0,2,0,57
71660,Sales & Marketing,region_13,Bachelor's,m,sourcing,1,32,3.0,7,0,53
19968,Technology,region_6,Bachelor's,m,sourcing,2,26,4.0,3,0,76
58705,Technology,region_1,Bachelor's,m,sourcing,1,27,5.0,3,0,80
12239,Sales & Marketing,region_7,,m,other,1,21,,1,0,49
36924,Technology,region_16,Bachelor's,m,sourcing,1,40,3.0,11,0,80
33661,Sales & Marketing,region_24,Bachelor's,f,other,1,30,1.0,5,0,49
78069,Finance,region_22,Bachelor's,m,sourcing,1,32,4.0,8,0,58
34171,Operations,region_32,Bachelor's,f,other,1,27,5.0,2,0,59
32233,Operations,region_22,Master's & above,m,sourcing,1,32,4.0,6,0,61
32291,Sales & Marketing,region_31,Bachelor's,f,sourcing,2,31,1.0,4,0,51
8464,Technology,region_5,Bachelor's,f,sourcing,1,26,3.0,3,0,82
51962,Analytics,region_7,Bachelor's,f,other,1,28,5.0,2,0,81
37379,Sales & Marketing,region_2,,m,other,4,25,,1,0,47
36872,Operations,region_22,Master's & above,f,other,2,33,5.0,9,0,63
75883,Operations,region_16,Bachelor's,m,sourcing,1,37,4.0,9,0,58
5753,Procurement,region_2,Bachelor's,f,sourcing,1,53,3.0,5,0,70
72594,Operations,region_21,Bachelor's,f,sourcing,1,36,3.0,4,0,57
7514,Analytics,region_6,Bachelor's,m,sourcing,1,33,4.0,9,0,81
1008,Sales & Marketing,region_6,Bachelor's,f,sourcing,1,34,1.0,7,0,52
48393,Analytics,region_22,Bachelor's,m,other,1,35,5.0,8,0,81
2390,Sales & Marketing,region_13,Bachelor's,m,other,1,22,3.0,2,0,53
70786,Procurement,region_2,Master's & above,m,other,1,49,3.0,7,0,69
9565,Technology,region_9,Bachelor's,m,sourcing,1,27,3.0,3,0,79
41830,Procurement,region_7,Master's & above,f,other,1,37,4.0,9,0,69
11708,Sales & Marketing,region_28,,m,other,1,29,,1,0,51
40476,Operations,region_7,Bachelor's,f,other,1,39,4.0,4,0,60
65496,Technology,region_22,Bachelor's,m,referred,1,26,1.0,2,0,84
69788,Operations,region_26,Bachelor's,m,sourcing,1,30,5.0,4,1,61
11706,Technology,region_1,Bachelor's,m,other,1,27,3.0,3,1,78
68416,Sales & Marketing,region_28,,m,other,1,28,,1,0,67
2263,Technology,region_2,Bachelor's,m,referred,1,39,3.0,6,0,78
77574,Sales & Marketing,region_7,,m,sourcing,1,27,,1,0,48
35800,Analytics,region_24,Bachelor's,m,other,1,28,,1,0,86
44804,Procurement,region_24,Bachelor's,f,sourcing,1,31,2.0,5,0,73
65372,Sales & Marketing,region_2,Bachelor's,m,other,3,41,3.0,13,0,48
62278,Operations,region_15,Bachelor's,m,sourcing,1,29,4.0,2,0,59
13278,Technology,region_7,Bachelor's,f,other,2,28,,1,0,80
14368,Operations,region_15,Bachelor's,f,sourcing,1,30,5.0,5,0,60
37684,Analytics,region_31,Bachelor's,m,sourcing,1,30,5.0,3,0,86
52736,Sales & Marketing,region_10,Bachelor's,m,other,1,40,1.0,6,0,51
1139,Sales & Marketing,region_23,Master's & above,m,sourcing,1,40,2.0,6,0,53
74572,HR,region_2,Bachelor's,m,other,1,38,4.0,3,0,51
9138,Analytics,region_2,Master's & above,m,sourcing,1,50,3.0,18,0,82
66906,Finance,region_2,Below Secondary,f,other,1,23,,1,0,57
34566,Finance,region_19,Bachelor's,m,other,1,35,4.0,6,0,61
51466,Analytics,region_22,Bachelor's,m,sourcing,2,28,4.0,5,0,85
48374,Sales & Marketing,region_15,Bachelor's,m,other,2,34,5.0,5,0,49
73036,Operations,region_2,Master's & above,f,sourcing,1,41,2.0,9,0,62
57629,Technology,region_26,Bachelor's,f,sourcing,1,30,1.0,6,0,81
13683,Operations,region_22,Bachelor's,m,other,1,25,4.0,2,0,66
9375,Sales & Marketing,region_2,Master's & above,f,other,1,35,3.0,3,0,48
47595,Operations,region_32,Bachelor's,m,sourcing,1,39,5.0,7,0,57
29264,Operations,region_7,Bachelor's,m,sourcing,1,34,4.0,9,0,61
53813,Sales & Marketing,region_31,Bachelor's,m,sourcing,1,40,2.0,12,0,48
64357,Operations,region_22,Bachelor's,f,sourcing,1,40,1.0,12,1,91
49878,Sales & Marketing,region_2,Bachelor's,m,other,1,22,,1,0,48
57362,Operations,region_2,Below Secondary,m,other,2,25,3.0,1,0,56
8984,Sales & Marketing,region_25,Bachelor's,f,sourcing,1,30,3.0,7,0,46
47744,R&D,region_26,Bachelor's,m,sourcing,1,30,3.0,5,0,83
40171,Operations,region_2,Below Secondary,f,other,1,24,,1,0,59
27936,Procurement,region_7,Master's & above,f,other,1,44,5.0,6,0,69
47850,Operations,region_27,Bachelor's,m,other,1,44,3.0,2,0,56
75386,Finance,region_22,Bachelor's,f,sourcing,1,27,,1,0,58
30294,Finance,region_15,Bachelor's,m,other,1,27,4.0,4,0,61
6374,Technology,region_16,Bachelor's,f,other,1,29,3.0,2,0,81
44822,Operations,region_27,Bachelor's,f,other,1,23,2.0,2,0,58
47812,Operations,region_2,Bachelor's,f,other,1,59,3.0,17,0,59
20840,Analytics,region_27,Bachelor's,m,sourcing,1,28,,1,0,78
6165,Operations,region_2,Master's & above,m,sourcing,1,39,5.0,4,0,72
25748,Technology,region_19,Bachelor's,m,other,1,41,3.0,6,0,85
46484,Analytics,region_2,Master's & above,m,sourcing,1,39,4.0,11,0,80
44735,Procurement,region_17,Master's & above,f,sourcing,1,41,3.0,7,0,63
30355,HR,region_29,Bachelor's,m,other,1,32,3.0,6,0,48
63974,Sales & Marketing,region_15,Bachelor's,f,sourcing,1,41,4.0,7,0,53
57359,HR,region_28,Bachelor's,m,sourcing,1,31,4.0,4,0,47
33040,Technology,region_2,Bachelor's,m,other,1,30,5.0,5,0,79
35844,Technology,region_27,Bachelor's,m,other,1,27,,1,0,83
49546,Sales & Marketing,region_23,Master's & above,m,sourcing,1,34,5.0,7,0,55
53239,Technology,region_2,Master's & above,m,referred,1,51,3.0,2,0,80
19809,Analytics,region_2,Bachelor's,m,sourcing,1,30,4.0,4,0,81
12991,Legal,region_31,Bachelor's,m,sourcing,1,31,3.0,2,0,61
15570,Sales & Marketing,region_6,Bachelor's,m,sourcing,1,26,1.0,2,0,47
50874,Technology,region_2,Bachelor's,m,other,1,58,5.0,14,0,80
47510,Sales & Marketing,region_2,Master's & above,m,other,1,49,4.0,19,0,49
56809,Procurement,region_22,Bachelor's,m,referred,1,31,4.0,6,0,74
76954,Operations,region_21,Bachelor's,m,other,1,32,3.0,4,0,63
45222,Procurement,region_8,Bachelor's,f,sourcing,1,33,3.0,2,0,69
5295,Sales & Marketing,region_3,Bachelor's,m,other,2,31,3.0,3,0,45
46318,Operations,region_20,Master's & above,f,other,1,32,1.0,4,0,56
28782,Sales & Marketing,region_17,Master's & above,m,sourcing,1,35,3.0,10,0,48
3063,Sales & Marketing,region_2,Master's & above,m,sourcing,1,33,5.0,6,1,93
57051,Operations,region_4,Bachelor's,m,sourcing,1,34,4.0,7,0,58
3554,R&D,region_13,Bachelor's,m,sourcing,1,37,3.0,7,0,87
42118,Legal,region_2,Bachelor's,m,sourcing,1,43,3.0,6,0,60
75261,Technology,region_2,Master's & above,m,sourcing,2,34,3.0,3,0,78
3061,Sales & Marketing,region_26,Bachelor's,m,other,1,33,4.0,6,0,48
4834,Finance,region_28,Bachelor's,f,other,1,29,2.0,3,0,62
75665,Operations,region_22,Bachelor's,f,sourcing,1,29,4.0,2,0,54
55849,Operations,region_2,Bachelor's,f,sourcing,1,42,3.0,11,0,56
72516,Analytics,region_22,Bachelor's,m,other,2,36,5.0,9,0,83
50368,Sales & Marketing,region_2,Bachelor's,m,sourcing,1,26,,1,0,52
11855,Sales & Marketing,region_11,Master's & above,m,other,1,39,4.0,4,0,45
67776,Technology,region_2,,f,other,1,42,2.0,14,0,80
6050,Analytics,region_2,Bachelor's,m,sourcing,1,27,3.0,2,0,86
49020,Technology,region_33,Bachelor's,f,other,2,30,3.0,5,0,79
70174,Finance,region_19,Bachelor's,m,sourcing,1,29,3.0,3,0,73
64349,Technology,region_22,Bachelor's,m,sourcing,1,34,3.0,5,0,76
2405,Finance,region_2,Bachelor's,m,other,1,31,3.0,7,0,52
31933,Technology,region_17,Master's & above,f,sourcing,1,34,4.0,2,0,81
60490,HR,region_2,Below Secondary,m,other,1,23,,1,0,51
77230,HR,region_2,Bachelor's,f,sourcing,1,29,2.0,3,0,51
38062,Sales & Marketing,region_1,Bachelor's,f,other,1,29,,1,0,48
65849,Operations,region_23,Bachelor's,f,other,1,38,3.0,3,1,63
67648,Technology,region_5,Bachelor's,m,other,1,29,5.0,4,0,79
6752,Sales & Marketing,region_16,Bachelor's,m,sourcing,1,43,3.0,13,0,51
25768,Technology,region_23,Bachelor's,m,other,1,35,3.0,3,0,80
18636,Operations,region_2,Bachelor's,m,other,1,42,4.0,3,0,63
56281,Sales & Marketing,region_34,Bachelor's,m,other,1,28,,1,0,54
25476,HR,region_34,Bachelor's,m,other,1,31,4.0,3,0,53
75206,Operations,region_22,Master's & above,f,other,1,41,5.0,9,0,61
69926,Sales & Marketing,region_26,Bachelor's,m,sourcing,1,54,5.0,5,0,47
71356,Finance,region_29,Bachelor's,m,other,1,38,3.0,10,0,57
36295,Procurement,region_22,Master's & above,m,sourcing,1,35,3.0,7,0,70
26966,Operations,region_14,Bachelor's,m,sourcing,1,43,5.0,6,0,53
44019,Operations,region_7,Bachelor's,m,other,1,34,4.0,6,0,50
68472,Analytics,region_22,Bachelor's,m,referred,1,29,1.0,6,0,82
11278,Analytics,region_22,Bachelor's,m,other,1,20,5.0,2,0,82
13399,Procurement,region_2,Master's & above,f,other,3,55,3.0,23,0,67
23084,Operations,region_12,Bachelor's,m,sourcing,1,32,3.0,6,0,58
60860,Sales & Marketing,region_2,Bachelor's,f,sourcing,1,39,2.0,8,0,50
34289,Procurement,region_2,Bachelor's,m,sourcing,1,36,5.0,3,0,66
49593,Finance,region_13,Master's & above,m,sourcing,1,34,3.0,4,0,63
30462,Sales & Marketing,region_9,Bachelor's,m,other,2,27,1.0,2,0,50
14172,Procurement,region_2,Bachelor's,f,sourcing,3,30,2.0,5,0,86
70718,Operations,region_2,Bachelor's,m,sourcing,2,37,4.0,7,0,60
25820,Operations,region_2,Bachelor's,m,other,1,34,4.0,5,0,59
66413,Sales & Marketing,region_25,,m,other,1,30,4.0,3,0,49
6559,Operations,region_1,Master's & above,f,sourcing,2,31,4.0,6,0,58
10098,Technology,region_7,Bachelor's,m,sourcing,1,26,3.0,2,0,80
73493,Sales & Marketing,region_15,Bachelor's,m,other,1,37,4.0,3,0,49
63805,Technology,region_27,Bachelor's,m,sourcing,1,30,4.0,4,0,79
55420,Procurement,region_7,Bachelor's,m,other,3,31,4.0,3,0,75
47802,Technology,region_7,Master's & above,m,other,1,44,3.0,4,0,74
44697,Technology,region_24,Bachelor's,m,sourcing,1,30,,1,0,82
61013,Sales & Marketing,region_2,Bachelor's,m,sourcing,1,30,4.0,3,0,96
77879,Analytics,region_7,Master's & above,m,other,2,36,5.0,7,0,85
30605,Procurement,region_15,Bachelor's,m,sourcing,1,30,3.0,6,0,71
53511,Sales & Marketing,region_19,Bachelor's,m,sourcing,2,34,4.0,3,0,53
26396,Operations,region_4,Bachelor's,f,other,1,35,1.0,9,0,64
5283,Operations,region_2,Bachelor's,m,other,1,27,4.0,3,0,59
64140,Technology,region_11,Bachelor's,m,sourcing,1,32,3.0,4,0,80
41076,R&D,region_2,Master's & above,m,sourcing,3,43,5.0,5,0,84
20874,Operations,region_2,Bachelor's,f,sourcing,3,38,4.0,3,0,57
22641,Operations,region_29,Master's & above,f,sourcing,1,38,3.0,3,0,60
69367,Sales & Marketing,region_26,Master's & above,m,other,1,39,3.0,11,0,62
13193,Sales & Marketing,region_27,Bachelor's,m,other,1,30,2.0,5,0,48
43088,Analytics,region_26,Bachelor's,m,other,1,37,5.0,8,0,88
49609,Analytics,region_22,Bachelor's,m,other,3,29,4.0,2,0,83
77772,Sales & Marketing,region_2,Master's & above,m,sourcing,1,42,1.0,14,0,52
2349,Analytics,region_7,,m,other,2,25,4.0,3,0,83
49595,Sales & Marketing,region_7,Master's & above,f,other,1,30,1.0,7,0,50
64999,Sales & Marketing,region_2,Bachelor's,m,other,3,45,3.0,16,0,51
18853,Analytics,region_9,Bachelor's,m,other,2,25,,1,0,86
31153,HR,region_2,Master's & above,m,sourcing,1,51,3.0,7,0,49
64604,Procurement,region_2,Bachelor's,m,sourcing,1,49,1.0,16,0,71
63472,HR,region_2,,m,other,1,35,5.0,10,0,51
24092,Operations,region_31,Bachelor's,m,sourcing,1,40,4.0,11,0,58
34719,Operations,region_2,Master's & above,f,other,1,54,4.0,13,0,58
76639,Technology,region_6,Master's & above,f,sourcing,1,41,3.0,7,0,76
73920,Procurement,region_2,Bachelor's,m,sourcing,1,28,,1,0,66
16334,Sales & Marketing,region_10,Bachelor's,m,sourcing,2,30,5.0,8,0,50
72774,Analytics,region_22,Bachelor's,m,referred,1,30,4.0,6,0,93
60065,Sales & Marketing,region_2,Bachelor's,m,sourcing,1,32,3.0,5,0,47
55885,Operations,region_19,Bachelor's,m,other,1,34,5.0,3,0,58
63619,Operations,region_27,Bachelor's,m,sourcing,2,35,3.0,6,0,57
13196,Procurement,region_5,Bachelor's,f,other,2,29,3.0,2,0,67
47917,HR,region_22,Master's & above,f,other,1,37,3.0,3,0,48
53905,Operations,region_8,Bachelor's,m,sourcing,1,26,3.0,3,0,62
64383,Sales & Marketing,region_11,Bachelor's,m,other,1,26,4.0,2,0,52
32844,Technology,region_33,Bachelor's,f,other,1,28,,1,0,80
27239,Sales & Marketing,region_2,Bachelor's,f,sourcing,2,24,,1,0,50
76627,Technology,region_20,Bachelor's,f,other,2,31,3.0,2,0,81
27822,Operations,region_4,Master's & above,f,other,1,38,5.0,10,0,59
25882,Technology,region_7,Bachelor's,m,other,1,25,1.0,4,0,82
63288,Procurement,region_2,Bachelor's,m,other,5,31,3.0,4,0,67
55443,Procurement,region_7,Bachelor's,m,other,3,27,1.0,2,0,67
33648,Sales & Marketing,region_2,Bachelor's,m,other,1,47,1.0,3,0,49
62319,Sales & Marketing,region_2,,m,other,1,43,4.0,2,0,51
58066,Operations,region_32,,m,sourcing,1,31,1.0,6,0,61
52538,Sales & Marketing,region_14,Bachelor's,m,other,1,30,3.0,3,0,44
27265,Operations,region_8,Bachelor's,m,other,1,24,1.0,3,0,57
24842,R&D,region_26,Bachelor's,m,other,1,37,3.0,3,0,82
29035,Procurement,region_2,Master's & above,f,sourcing,1,40,4.0,5,0,68
10256,Operations,region_30,Bachelor's,f,sourcing,1,26,,1,0,63
38937,Sales & Marketing,region_2,Bachelor's,m,other,1,49,2.0,6,0,50
9411,Technology,region_5,Bachelor's,f,sourcing,1,24,,1,0,78
12716,Sales & Marketing,region_2,Bachelor's,m,other,1,60,3.0,32,0,48
6481,Analytics,region_32,Bachelor's,m,sourcing,1,28,4.0,4,0,84
17960,Sales & Marketing,region_5,Master's & above,m,other,2,43,3.0,7,0,49
12397,Sales & Marketing,region_26,Bachelor's,m,sourcing,1,44,3.0,13,0,49
67809,Sales & Marketing,region_11,Bachelor's,m,other,1,46,3.0,4,0,47
28646,R&D,region_22,Bachelor's,m,sourcing,1,31,3.0,4,0,85
25767,Sales & Marketing,region_20,Master's & above,m,sourcing,1,44,5.0,4,0,50
9795,Sales & Marketing,region_23,Master's & above,m,sourcing,1,37,3.0,8,0,52
69320,Sales & Marketing,region_11,Bachelor's,m,other,1,46,5.0,17,0,46
9448,Technology,region_1,Bachelor's,f,sourcing,1,28,,1,0,81
76690,Sales & Marketing,region_22,Bachelor's,m,other,2,30,2.0,2,0,50
57121,Operations,region_13,Bachelor's,m,sourcing,1,34,3.0,2,0,60
27617,Sales & Marketing,region_29,Bachelor's,m,other,1,28,4.0,3,0,53
37659,Procurement,region_2,Below Secondary,m,sourcing,2,23,,1,0,74
67764,Sales & Marketing,region_2,,m,other,1,28,5.0,3,0,51
44534,Procurement,region_2,Bachelor's,f,other,2,34,5.0,6,0,64
59912,Finance,region_13,Bachelor's,f,sourcing,1,24,3.0,2,0,57
30407,Procurement,region_16,Master's & above,m,sourcing,1,36,5.0,10,0,68
5480,Analytics,region_22,Master's & above,m,sourcing,1,30,3.0,5,0,81
51360,Technology,region_11,Bachelor's,f,other,1,30,5.0,3,0,81
9856,Operations,region_11,Master's & above,f,other,1,40,5.0,11,0,57
54871,Sales & Marketing,region_15,Bachelor's,m,other,1,23,5.0,2,0,48
64484,Operations,region_8,Bachelor's,f,sourcing,1,31,5.0,6,0,64
45137,Procurement,region_2,Bachelor's,m,other,1,57,3.0,7,0,64
64320,Sales & Marketing,region_7,Master's & above,m,other,1,33,3.0,3,0,48
26652,Sales & Marketing,region_7,Bachelor's,m,sourcing,2,35,1.0,6,0,49
71834,Operations,region_2,Master's & above,f,sourcing,1,52,3.0,13,0,59
67757,Operations,region_29,Bachelor's,m,sourcing,1,29,3.0,2,0,59
24202,Technology,region_16,Bachelor's,f,other,1,30,4.0,5,0,79
76123,Finance,region_22,Master's & above,f,other,1,32,4.0,7,0,58
796,Operations,region_22,Below Secondary,m,sourcing,1,24,,1,0,57
18900,R&D,region_22,Bachelor's,m,other,1,30,,1,0,79
32653,Technology,region_7,Bachelor's,f,other,1,34,4.0,6,0,81
37867,Finance,region_11,Bachelor's,m,other,1,27,3.0,6,0,60
12631,Procurement,region_22,Bachelor's,m,other,1,29,4.0,8,0,69
55104,Sales & Marketing,region_2,Master's & above,f,sourcing,1,40,4.0,10,0,49
48260,Technology,region_2,Master's & above,f,sourcing,1,51,2.0,10,0,80
57633,Operations,region_2,Bachelor's,m,sourcing,1,32,3.0,7,0,57
5342,Analytics,region_32,Bachelor's,m,sourcing,1,30,1.0,6,0,90
29939,Operations,region_22,Bachelor's,f,sourcing,2,24,3.0,3,0,60
21470,Procurement,region_2,Master's & above,f,other,1,34,4.0,9,0,74
10866,Sales & Marketing,region_16,Bachelor's,m,sourcing,1,31,3.0,3,1,54
45942,Procurement,region_2,Master's & above,f,other,1,49,3.0,16,0,71
68395,Sales & Marketing,region_16,Bachelor's,m,other,1,28,,1,0,48
4551,Procurement,region_13,Bachelor's,f,other,1,27,4.0,4,0,66
713,Operations,region_11,Bachelor's,f,sourcing,1,33,5.0,4,0,58
44417,Operations,region_13,Bachelor's,f,sourcing,1,45,5.0,16,0,63
41308,R&D,region_2,Master's & above,m,other,1,32,4.0,7,0,91
53801,Operations,region_4,Bachelor's,m,other,1,45,5.0,9,0,55
75237,Legal,region_31,Bachelor's,m,sourcing,1,33,5.0,3,0,63
8906,R&D,region_7,Bachelor's,m,sourcing,1,34,3.0,3,0,84
38685,Technology,region_15,Bachelor's,f,other,1,28,,1,0,78
16817,Finance,region_7,Master's & above,m,sourcing,1,48,3.0,19,0,61
39633,Technology,region_32,Bachelor's,m,sourcing,1,32,3.0,9,0,80
3853,Sales & Marketing,region_2,,m,other,1,35,3.0,8,0,53
34639,Operations,region_10,Bachelor's,m,other,1,35,5.0,10,0,71
